keyword,count
Aquarius,2
France,5
uetliberg,1
William Barr,2
Senegal,1
Cameroon,1
Dakar,1
Air quality standard,1
Alioune Sarr,1
Democratic Republic of Congo,1
Ivory Coast,1
United Nations Organization,1
Senegalese sugar company,1
Deputy,1
Johannes Thingnes Bø,1
Knut Arild Hareide,1
Abid Raja,1
Trine Skei Grande,1
Tor Mikkel Wara,1
TV 2,1
Robert Mueller,1
Raymond Johansen,1
SOS Mediterranean,1
European Commissioner,1
Gottfried Waldhausl,1
Rosenberger restaurant,1
Friedrich Merz,1
Esteban Paredes,1
Social and Sports Club Colo-Colo,1
Club Universidad de Chile,1
Cobreloa Sports Club,1
Independent Democratic Union,1
Klaus Iohannis,1
The Cathedral of Salvation of the Romanian Nation,1
Daniel Constantin,1
Viorica Dăncilă,1
Romania,1
European Court of Human Rights,1
Marius Tuca Show,1
The Constitutional Court of Romania,1
Flight 370 of Malaysia Airlines,1
Vietnam national football team,1
Ho Chi Minh City,1
Hai Phong,1
Malaysia national football team,1
junior high school,1
Thanh Cang,1
Southeast Asian Football Championship 2018,1
Vietnam,1
Viet A Commercial Joint Stock Bank,1
Prabowo Subianto,1
Airlangga University,1
Surabaya,1
Bahar bin Smith,1
Erick Thohir,1
Anies Baswedan,1
Jakarta,1
Airin Rachmi Diany,1
Makassar,1
Guangzhou,1
Stefan Löfven,1
Frölunda HC,1
Paris,3
Kungsportsavenyen,1
Contact Süleyman directly,1
Recep Tayyip Erdogan,1
Istanbul,1
Turkey president,1
State Administration of Railway Transport of Ukraine,1
Ukraine,2
EuroMaydan,1
Autonomous Republic of Crimea,1
MasterCard,1
Petro Poroshenko,1
Sport Lisboa and Benfica,1
Public administration,1
The,1
Trains from Portugal,1
Government,1
Rui Vitoria,1
Ceará,1
Luiz Fernando Pezão,1
Belo Horizonte,1
Sérgio Moro,1
Flávio Bolsonaro,1
More Doctors,1
Renan Calheiros,1
Federal Highway Police,1
Joice Hasselmann,1
Social Liberal Party,1
Daniel Salaverry,1
District of Puente Piedra,1
César Hinostroza,1
Martín Vizcarra,1
Alan García,1
Luigi Radice,1
Matteo Dall&#39;Osso,1
Teatro alla Scala,1
Giovanni Tria,1
Censis,1
Marco Bucci,1
5 Star Movement,1
Genoa,1
Xingde School,1
Xu Shixun,1
Democratic People&#39;s Republic of Korea,1
Consumer council,1
Let love and peace occupy Central,1
Lin Zhuo Ting,1
Yin Zhaojian,1
Xi Jinping,1
Tuen Mun Highway,1
Hong Kong Legislative Council,1
Council of State,1
Panos Kammenos,1
Thessaloniki,1
Zoran Zavev,1
Lakes Prespes,1
Ministry of Education and Science of the Republic of Lithuania,1
Kaunas,1
Agroconcern group,1
Lithuanian Peasant and Green Union,1
Panevėžys District Municipality,1
Ministry of Foreign Affairs of the Republic of Lithuania,1
Vilnius,1
Zhuzhou City,1
National Small and Medium Enterprise Share Transfer System,1
嫦娥4,1
Central enterprise,1
Moon,1
Hunan Province,1
People&#39;s Republic,1
People&#39;s Republic of China Ministry of Commerce,1
China Postal Savings Bank,1
Boris Palmer,1
Zoo by the sea,1
health insurance,1
Federal Court,1
FC Bayern Munich,1
Lingen (Ems),1
Niko Kovač,1
