keyword,count
Bulgarian State Railways,1
Corporate Commercial Bank,1
PFC Ludogorets 1945,1
PFC CSKA,1
Cornelia Ninova,1
Party of European Socialists,1
Belene NPP,1
Aquarius,1
SOS Mediterranean,1
Marseilles,1
"Attacks of November 13, 2015 in France",1
Lucia Hiriart,1
Bruno Villalobos,1
National Grouping of Fiscal Employees,1
Complaint,1
Augusto Pinochet,1
government,1
police from Chile,1
Conchalí,1
Sebastián Piñera,1
Carlos Menem,1
Elisa Carrió,1
Political judgment,1
Argentinian airlines,1
Chamber of Deputies of the Argentine Nation,1
Paraná,1
Former,1
Argentina,1
Income tax,1
Raila Odinga,1
Uhuru Kenyatta,1
Kenya,1
Kisumu,1
Makueni County,1
Moody Awori,1
Philomena Mbete Mwilu,2
Mike Sonko,1
Mombasa,1
Nairobi,1
Angela Merkel,3
Stefanie Tücking,1
Lingen (Ems),1
Union parties,1
Center for Political Beauty,1
German Railways,1
fuel plant,1
Club Alianza Lima,1
Martín Vizcarra,1
Judicial Power of Peru,1
Foot Ball Club Melgar,1
Alan García,1
Edwin Oviedo Picchotito,1
Robert Kaliňák,1
Slovakia,1
Pavol Russia,1
National Bank of Slovakia,1
partisan,1
Speedway R2,1
toll,1
Bratislava,1
Panos Kammenos,1
Alexis Tsipras,1
New Democracy,1
Thiseio,1
Hellas,1
Olympiakos FC,1
Vatican,1
Zalgiris Kaunas,1
Wolfgang Schäuble,1
Miloš Zeman,1
Andrej Babiš,1
Skoda car,1
HC Kometa Brno,1
Security Information Service,1
Klára Dostálová,1
Jaroslav Kuber,1
Martin Erat,1
Senate of the Parliament of the Czech Republic,1
Hungarian scientific Academy,1
Semmelweis University,1
László Palkovics,1
Mercedes-Benz,1
Fidesz - Hungarian Civic Alliance,1
Széll Kálmán square,1
Leicester City FC,1
Lovász László,1
Kristóf Szatmáry,1
George Bush the Father,1
Theresa May,1
Sarah Netanyahu,1
Avigdor Lieberman,1
Benny Gantz,1
Hamas,1
Undercover soldiers,1
Institute for Intelligence and Special Functions,1
Benjamin Netanyahu,1
The Israel Defense Forces,1
Aleksandar Vucic,1
Opposition,1
Kosovo Liberation Army,1
Republic of Kosovo,1
Pristina,1
Trains from Portugal,1
Organization for Economic Co-operation and Development,1
Hepatitis C,1
Portugal,2
Departure from the United Kingdom of the European Union,1
Socialist party,1
Carlos César,1
Directorate-General for Reinsertion and Prison Services,1
Student,1
Romania,1
Klaus Iohannis,1
RCS &amp; RDS,1
Social Democratic Party,1
US,1
Viorica Dăncilă,1
Targoviste,1
Union Save Romania,1
magnitude,1
1Malaysia Development Berhad scandal,1
Rohingya people,1
Papua,1
Malaysia national football team,1
Jho Low,1
Indonesia,1
Andrzej Duda,1
Lech Walesa,1
Stanisław Gawłowski,1
Polish Financial Supervision Authority,1
Jaroslaw Kaczynski,1
Modern,1
Henryk Jankowski,1
Poland,1
David Oyedepo,1
National Democratic Congress,1
Nana Akufo-Addo,1
Stonebwoy,1
Ghana,1
Shatta Wale,1
Xuhui District,1
People&#39;s Republic,1
Xi Jinping,1
Chongqing,1
People&#39;s Republic of China Ministry of Commerce,1
Shanghai,1
Frank-Walter Steinmeier,1
Kiev,1
Pochayev Lavra,1
I started,1
Kharkiv,1
Kerch Strait,1
Sofia Square,1
Huafu Village,1
Let love and peace occupy Central,1
Shatin to Central Link,1
File method,1
Sino-US trade dispute in 2018,1
German Christian Democratic Union,1
Sha Tau Kok,1
MTR,1
Kfrkla,1
Progressive Socialist Party,1
Sami Gemayel,1
United Nations Interim Force in Lebanon,1
Ivan Jurić,1
A4 motorway,1
Genoa Cricket and Football Club,1
Democratic party,1
Armando Spataro,1
Matteo Salvini,1
Public minister,1
Marco Minniti,1
Macky Sall,1
Rwanda,1
Diane Rwigara,1
Party of Unity and Gathering,1
Aminata Toure,1
Tivaouane,1
Isabella Löwengrip,1
Sweden Democrats,1
Frölunda HC,1
Moderates,1
The Christian Democrats,1
Rögle BK,1
Jimmie Åkesson,1
South African Broadcasting Corporation,1
Job Mokgoro,1
Eskom,1
Vodacom,1
Premier of North West,1
Cyril Ramaphosa,1
South Africa,1
Cabinet reshuffle,1
Johannesburg,1
African National Congress,1
